AgeYrBP,SeaLevel,TwoSigErr
127000,1.47,3.0945
127125,1.752,3.092
127250,2.281,3.0885
127375,3.084,3.084005515
127500,3.917,3.08
127625,4.47,3.077
127750,4.669,3.086
127875,4.622,3.089
128000,4.435,3.0855
128125,4.239,3.094
128250,4.072,3.1095
128375,3.865,3.105
128500,3.681,3.108
128625,3.582,3.114
128750,3.456,3.1235
128875,3.274,3.1255
129000,2.909,3.1245
129125,1.972,3.135
129250,0.582,3.149
129375,-0.592,3.153
129500,-1.477,3.154
129625,-2.658,3.1745
129750,-4.176,3.1745
129875,-5.362,3.194
130000,-5.914,3.1935
130125,-6.267,3.191
130250,-7.117,3.2175
130375,-8.843,3.2575
130500,-11.115,3.24
130625,-13.213,3.2725
130750,-14.73,3.2785
130875,-15.751,3.2885
131000,-16.438,3.314
131125,-16.855,3.3005
131250,-17.172,3.3145
131375,-17.684,3.351
131500,-18.546,3.353
131625,-19.592,3.3955
131750,-20.456,3.428
131875,-21.269,3.4405
132000,-22.954,3.4745
132125,-26.189,3.505
132250,-30.758,3.527
132375,-35.758,3.5815
132500,-39.936,3.5465
132625,-43.021,3.541
132750,-46.544,3.5245
132875,-51.865,3.532
133000,-57.928,3.524
133125,-62.589,3.536
133250,-65.378,3.4525
133375,-67.187,3.3955
133500,-68.676,3.4005
133625,-70.032,3.3505
133750,-71.165,3.286
133875,-71.98,3.265
134000,-72.643,3.226
134125,-73.351,3.221
134250,-74.043,3.179
134375,-74.553,3.149
134500,-74.861,3.1415
134625,-75.067,3.1315
134750,-75.217,3.1165
134875,-75.305,3.1075
135000,-75.368,3.097
135125,-75.475,3.0935
135250,-75.654,3.084
135375,-75.802,3.0795
135500,-75.745,3.076
135625,-75.424,3.08
135750,-74.971,3.0785
135875,-74.585,3.086
136000,-74.369,3.083
136125,-74.332,3.0795
136250,-74.467,3.084
136375,-74.727,3.084
136500,-75.094,3.096
136625,-75.663,3.1025
136750,-76.468,3.118
136875,-77.32,3.1115
137000,-77.906,3.112
137125,-78.085,3.1205
137250,-78.092,3.135
137375,-78.226,3.1555
137500,-78.496,3.163
137625,-78.873,3.171
137750,-79.458,3.198
137875,-80.046,3.2205
138000,-80.148,3.24
138125,-79.707,3.2785
138250,-79.365,3.277
138375,-79.712,3.2905
138500,-80.491,3.3005
138625,-81.242,3.317
138750,-82.107,3.3505
138875,-83.209,3.373
139000,-84.236,3.365
139125,-85.053,3.36
139250,-85.97,3.3935
139375,-87.269,3.3885
139500,-88.889,3.387
139625,-90.465,3.382
139750,-91.409,3.3695
139875,-91.455,3.3845
140000,-91.167,3.381
140125,-91.383,3.39
140250,-92.1,3.38
140375,-92.625,3.3695
140500,-92.859,3.356
140625,-93.303,3.381
140750,-93.983,3.3565
140875,-94.486,3.312
141000,-94.642,3.32
141125,-94.578,3.3275
141250,-94.479,3.342
141375,-94.455,3.3355
141500,-94.444,3.3055
141625,-94.251,3.2935
141750,-93.84,3.294
141875,-93.58,3.29
142000,-93.863,3.2545
142125,-94.571,3.2275
142250,-95.249,3.2115
142375,-95.557,3.2135
142500,-95.377,3.2125
142625,-94.806,3.2135
142750,-94.086,3.1765
142875,-93.49,3.153
143000,-93.242,3.1225
143125,-93.274,3.0995
143250,-93.201,3.102
143375,-92.811,3.0975
143500,-92.297,3.0965
143625,-91.962,3.094
143750,-91.947,3.097
143875,-92.156,3.1025
144000,-92.356,3.102
144125,-92.39,3.087
144250,-92.115,3.0895
144375,-91.373,3.0885
144500,-90.427,3.0845
144625,-89.914,3.0875
144750,-90.022,3.082
144875,-90.304,3.0875
145000,-90.351,3.0835
145125,-90.171,3.0845
145250,-89.96,3.076
145375,-89.83,3.075
145500,-89.807,3.073
145625,-89.871,3.0785
145750,-89.872,3.076
145875,-89.659,3.073
146000,-89.323,3.0695
146125,-89.065,3.071
146250,-88.922,3.0755
146375,-88.818,3.0745
146500,-88.791,3.069
146625,-88.845,3.0655
146750,-88.772,3.073
146875,-88.482,3.0655
147000,-88.233,3.065
147125,-88.311,3.062
147250,-88.71,3.065
147375,-89.081,3.0665
147500,-89.074,3.065
147625,-88.83,3.065
147750,-88.85,3.064
147875,-89.364,3.067
148000,-90.081,3.065
148125,-90.578,3.0625
148250,-90.785,3.065
148375,-90.881,3.0635
148500,-90.869,3.0645
148625,-90.627,3.0645
148750,-90.228,3.0665
148875,-89.92,3.0665
149000,-89.863,3.064
149125,-90.005,3.0655
149250,-90.149,3.0655
149375,-90.15,3.065
149500,-90.017,3.063
149625,-89.919,3.0645
149750,-90.068,3.0675
149875,-90.447,3.0685
150000,-90.772,3.07
150125,-90.879,3.07
150250,-90.95,3.0695
150375,-91.188,3.069
150500,-91.564,3.0705
150625,-91.943,3.068
150750,-92.258,3.071
150875,-92.576,3.065
151000,-92.971,3.0725
151125,-93.307,3.069
151250,-93.343,3.0695
151375,-93.13,3.068
151500,-92.985,3.068
151625,-93.052,3.069
151750,-93.199,3.068
151875,-93.299,3.0655
152000,-93.352,3.0655
152125,-93.4,3.066
152250,-93.413,3.0665
152375,-93.323,3.069
152500,-93.222,3.0725
152625,-93.352,3.0705
152750,-93.755,3.069
152875,-94.161,3.067
153000,-94.355,3.066
153125,-94.457,3.0635
153250,-94.743,3.067
153375,-95.268,3.0695
153500,-95.832,3.0745
153625,-96.283,3.077
153750,-96.637,3.083
153875,-96.898,3.0875
154000,-96.934,3.088
154125,-96.563,3.09
154250,-95.722,3.088
154375,-94.539,3.0865
154500,-93.271,3.0865
154625,-92.167,3.0865
154750,-91.381,3.084
154875,-90.988,3.078
155000,-91.01,3.0765
155125,-91.335,3.0815
155250,-91.667,3.0875
155375,-91.746,3.089
155500,-91.564,3.093
155625,-91.31,3.0955
155750,-91.082,3.0995
155875,-90.719,3.101
156000,-90.025,3.097
156125,-89.105,3.099
156250,-88.248,3.104
156375,-87.663,3.106
156500,-87.501,3.102
156625,-87.785,3.1
156750,-88.272,3.101
156875,-88.643,3.1045
157000,-88.733,3.102
157125,-88.53,3.1015
157250,-88.236,3.1045
157375,-88.215,3.099
157500,-88.634,3.094
157625,-89.255,3.096
157750,-89.651,3.0935
157875,-89.638,3.091
158000,-89.436,3.0915
158125,-89.356,3.093
158250,-89.453,3.092
158375,-89.635,3.089
158500,-89.925,3.09
158625,-90.37,3.086
158750,-90.874,3.0895
158875,-91.334,3.089
159000,-91.797,3.085
159125,-92.307,3.086
159250,-92.725,3.0895
159375,-92.816,3.0895
159500,-92.513,3.094
159625,-92.064,3.098
159750,-91.82,3.101
159875,-91.8,3.104
160000,-91.687,3.0995
160125,-91.248,3.095
160250,-90.505,3.0945
160375,-89.635,3.0955
160500,-88.847,3.0985
160625,-88.267,3.098
160750,-87.751,3.0935
160875,-86.951,3.094
161000,-85.833,3.095
161125,-84.767,3.0985
161250,-84.088,3.093
161375,-83.89,3.093
161500,-84.115,3.095
161625,-84.679,3.0995
161750,-85.421,3.095
161875,-86.09,3.0945
162000,-86.622,3.092
162125,-87.193,3.091
162250,-87.776,3.094
162375,-88.086,3.0985
162500,-88.055,3.0985
162625,-87.937,3.094
162750,-87.926,3.093
162875,-87.893,3.0885
163000,-87.582,3.0925
163125,-86.984,3.0965
163250,-86.319,3.1025
163375,-85.718,3.1055
163500,-85.33,3.107
163625,-85.496,3.1075
163750,-86.169,3.111
163875,-86.649,3.115
164000,-86.374,3.116
164125,-85.533,3.118
164250,-84.749,3.1285
164375,-84.316,3.13
164500,-83.958,3.1305
164625,-83.568,3.1265
164750,-83.574,3.128
164875,-84.022,3.131
165000,-84.175,3.132
165125,-83.483,3.132
165250,-82.284,3.1345
165375,-81.383,3.1335
165500,-81.296,3.1235
165625,-81.816,3.1265
165750,-82.176,3.1325
165875,-81.738,3.1325
166000,-80.492,3.1265
166125,-78.903,3.1275
166250,-77.509,3.1355
166375,-76.567,3.139
166500,-75.988,3.149
166625,-75.539,3.138
166750,-74.96,3.137
166875,-74.147,3.1445
167000,-73.288,3.146
167125,-72.513,3.139
167250,-71.778,3.1335
167375,-71.232,3.1275
167500,-71.05,3.123
167625,-70.932,3.116
167750,-70.449,3.113
167875,-69.685,3.1075
168000,-69.038,3.107
168125,-68.633,3.1035
168250,-68.196,3.102
168375,-67.433,3.1085
168500,-66.466,3.1065
168625,-65.714,3.101
168750,-65.4,3.106
168875,-65.342,3.1025
169000,-65.215,3.107
169125,-64.914,3.109
169250,-64.566,3.1045
169375,-64.211,3.102
169500,-63.79,3.099
169625,-63.421,3.107
169750,-63.234,3.1075
169875,-63.099,3.1065
170000,-62.832,3.109
170125,-62.321,3.109
170250,-61.495,3.1
170375,-60.534,3.0985
170500,-59.825,3.1
170625,-59.604,3.0995
170750,-59.775,3.096
170875,-59.872,3.0955
171000,-59.361,3.0985
171125,-58.259,3.1025
171250,-57.16,3.0915
171375,-56.563,3.086
171500,-56.487,3.08
171625,-56.715,3.0805
171750,-57.058,3.081
171875,-57.33,3.0885
172000,-57.357,3.091
172125,-57.125,3.09
172250,-56.852,3.092
172375,-56.811,3.0915
172500,-57.241,3.092
172625,-58.237,3.086
172750,-59.455,3.0815
172875,-60.305,3.0875
173000,-60.503,3.088
173125,-60.303,3.085
173250,-60.297,3.0885
173375,-60.904,3.0935
173500,-62.003,3.0975
173625,-63.093,3.103
173750,-63.7,3.1075
173875,-63.699,3.1075
174000,-63.473,3.114
174125,-63.586,3.1135
174250,-64.21,3.1105
174375,-65.039,3.115
174500,-65.683,3.123
174625,-65.939,3.113
174750,-65.821,3.118
174875,-65.546,3.119
175000,-65.439,3.124
175125,-65.632,3.1235
175250,-65.913,3.1245
175375,-66.044,3.128
175500,-65.992,3.1415
175625,-65.778,3.155
175750,-65.464,3.155
175875,-65.253,3.1745
176000,-65.321,3.1595
176125,-65.649,3.1535
176250,-66.121,3.145
176375,-66.656,3.154
176500,-67.175,3.16
176625,-67.565,3.157
176750,-67.786,3.159
176875,-67.906,3.1595
177000,-67.95,3.163
177125,-67.828,3.16
177250,-67.595,3.158
177375,-67.621,3.154
177500,-68.07,3.165
177625,-68.48,3.1845
177750,-68.385,3.1795
177875,-68.008,3.1645
178000,-67.914,3.166
178125,-68.35,3.174
178250,-69.26,3.1745
178375,-70.546,3.168
178500,-72.082,3.154
178625,-73.739,3.1555
178750,-75.403,3.146
178875,-76.929,3.147
179000,-78.272,3.136
179125,-79.441,3.134
179250,-80.14,3.1295
179375,-79.908,3.1305
179500,-78.762,3.127
179625,-77.412,3.1225
179750,-76.805,3.121
179875,-77.336,3.116
180000,-78.376,3.109
180125,-78.835,3.1015
180250,-78.248,3.095
180375,-77.263,3.0985
180500,-77.005,3.1015
180625,-77.778,3.1015
180750,-78.736,3.1
180875,-79.039,3.098
181000,-78.632,3.0905
181125,-77.835,3.0855
181250,-76.977,3.0865
181375,-76.362,3.084
181500,-76.059,3.081
181625,-75.86,3.0785
181750,-75.581,3.0715
181875,-75.183,3.0685
182000,-74.687,3.065
182125,-74.224,3.0625
182250,-74.002,3.062
182375,-74.053,3.062
182500,-74.191,3.062
182625,-74.257,3.062
182750,-74.209,3.062
182875,-74.076,3.0655
183000,-73.921,3.0705
183125,-73.796,3.0695
183250,-73.742,3.0705
183375,-73.814,3.072
183500,-73.995,3.0725
183625,-74.145,3.0725
183750,-74.132,3.07
183875,-73.917,3.069
184000,-73.547,3.0725
184125,-73.125,3.0785
184250,-72.769,3.0785
184375,-72.566,3.079
184500,-72.482,3.08
184625,-72.386,3.086
184750,-72.22,3.0855
184875,-71.982,3.0885
185000,-71.548,3.091
185125,-70.78,3.092
185250,-69.796,3.0875
185375,-68.872,3.0895
185500,-68.175,3.087
185625,-67.767,3.0855
185750,-67.681,3.09
185875,-67.766,3.0945
186000,-67.724,3.094
186125,-67.412,3.0945
186250,-66.933,3.094
186375,-66.455,3.093
186500,-66.046,3.092
186625,-65.706,3.0915
186750,-65.446,3.0915
186875,-65.24,3.092
187000,-65.053,3.0895
187125,-64.951,3.0895
187250,-65.023,3.0895
187375,-65.136,3.0915
187500,-65.075,3.0915
187625,-64.881,3.094
187750,-64.763,3.0985
187875,-64.782,3.099
188000,-64.885,3.1
188125,-65.096,3.1005
188250,-65.461,3.0985
188375,-65.914,3.1015
188500,-66.319,3.1075
188625,-66.554,3.11
188750,-66.466,3.113
188875,-66.029,3.1125
189000,-65.472,3.115
189125,-64.957,3.117
189250,-64.343,3.121
189375,-63.481,3.1275
189500,-62.492,3.1285
189625,-61.63,3.1315
189750,-61.073,3.1385
189875,-60.783,3.149
190000,-60.532,3.159
190125,-60.343,3.1565
190250,-60.574,3.168
190375,-61.211,3.1755
190500,-61.744,3.1705
190625,-61.965,3.1795
190750,-62.107,3.19
190875,-62.27,3.202
191000,-62.088,3.2095
191125,-61.003,3.205
191250,-59.015,3.2095
191375,-56.993,3.2195
191500,-55.728,3.227
191625,-55.011,3.2215
191750,-54.173,3.2165
191875,-53.074,3.2105
192000,-52.189,3.216
192125,-51.862,3.211
192250,-51.771,3.2125
192375,-51.253,3.223
192500,-49.807,3.224
192625,-47.418,3.222
192750,-44.777,3.213
192875,-42.721,3.203
193000,-41.285,3.2085
193125,-39.996,3.2255
193250,-38.679,3.2135
193375,-37.479,3.2115
193500,-36.698,3.2185
193625,-36.464,3.2165
193750,-36.335,3.219
193875,-35.59,3.217
194000,-34.211,3.2115
194125,-33.259,3.222
194250,-33.572,3.226
194375,-34.609,3.227
194500,-34.903,3.2355
194625,-33.368,3.236
194750,-30.348,3.2205
194875,-27.264,3.2135
195000,-25.068,3.224
195125,-23.635,3.229
195250,-22.496,3.218
195375,-21.293,3.2255
195500,-19.83,3.2405
195625,-18.384,3.2225
195750,-17.529,3.2345
195875,-17.243,3.2395
196000,-16.893,3.2275
196125,-16.298,3.216
196250,-15.852,3.2035
196375,-15.485,3.196
196500,-14.619,3.2195
196625,-13.32,3.2285
196750,-12.365,3.233
196875,-11.999,3.2135
197000,-11.827,3.1925
197125,-11.851,3.1875
197250,-12.372,3.1815
197375,-13.177,3.1835
197500,-13.824,3.187
197625,-14.148,3.1745
197750,-14.159,3.1655
197875,-14.108,3.1815
198000,-14.34,3.183
198125,-14.765,3.2015
198250,-15.143,3.216
198375,-15.762,3.2215
198500,-16.864,3.2105
198625,-17.843,3.2185
198750,-18.105,3.2025
198875,-18.305,3.212
199000,-19.555,3.207
199125,-21.569,3.2185
199250,-22.902,3.2155
199375,-22.96,3.2105
199500,-22.729,3.2245
199625,-23.5,3.22
199750,-25.343,3.2255
199875,-27.049,3.212
200000,-27.687,3.2125
200125,-27.655,3.21
200250,-27.661,3.198
200375,-27.737,3.1925
200500,-27.898,3.207
200625,-28.605,3.2055
200750,-29.985,3.212
200875,-31.459,3.2245
201000,-32.401,3.2135
201125,-32.559,3.207
201250,-32.018,3.21
201375,-31.412,3.2115
201500,-31.5,3.2075
201625,-32.201,3.2145
201750,-32.878,3.2215
201875,-33.311,3.2185
202000,-33.69,3.21
202125,-34.153,3.2025
202250,-34.84,3.2045
202375,-35.93,3.192
202500,-37.18,3.2
202625,-38.055,3.215
202750,-38.516,3.206
202875,-38.971,3.208
203000,-39.515,3.2125
203125,-39.791,3.2095
203250,-39.559,3.1985
203375,-39.172,3.193
203500,-39.314,3.184
203625,-40.178,3.186
203750,-41.222,3.204
203875,-41.907,3.2055
204000,-42.3,3.2005
204125,-42.675,3.2025
204250,-42.896,3.205
204375,-42.684,3.2145
204500,-42.212,3.215
204625,-41.879,3.213
204750,-41.87,3.2035
204875,-42.319,3.1895
205000,-43.162,3.1885
205125,-43.844,3.1805
205250,-43.9,3.1665
205375,-43.585,3.153
205500,-43.486,3.1485
205625,-43.811,3.151
205750,-44.225,3.1575
205875,-44.214,3.162
206000,-43.63,3.1545
206125,-42.833,3.142
206250,-42.235,3.1355
206375,-41.845,3.129
206500,-41.382,3.121
206625,-40.745,3.122
206750,-40.13,3.124
206875,-39.712,3.123
207000,-39.515,3.1175
207125,-39.522,3.114
207250,-39.697,3.111
207375,-39.918,3.102
207500,-39.987,3.1015
207625,-39.766,3.1005
207750,-39.282,3.1075
207875,-38.697,3.114
208000,-38.155,3.1145
208125,-37.714,3.114
208250,-37.377,3.1135
208375,-37.12,3.1125
208500,-36.921,3.114
208625,-36.755,3.1135
208750,-36.59,3.1145
208875,-36.449,3.116
209000,-36.362,3.115
209125,-36.306,3.1165
209250,-36.226,3.11
209375,-36.119,3.111
209500,-36.063,3.1085
209625,-36.111,3.116
209750,-36.183,3.116
209875,-36.155,3.113
210000,-36,3.1115
210125,-35.823,3.114
210250,-35.706,3.1165
210375,-35.479,3.1215
210500,-34.834,3.125
210625,-33.808,3.1215
210750,-32.876,3.124
210875,-32.398,3.134
211000,-32.292,3.136
211125,-32.309,3.135
211250,-32.32,3.1345
211375,-32.298,3.139
211500,-32.225,3.138
211625,-32.119,3.144
211750,-32.065,3.1475
211875,-32.126,3.146
212000,-32.26,3.14
212125,-32.406,3.144
212250,-32.534,3.1415
212375,-32.568,3.1405
212500,-32.447,3.143
212625,-32.269,3.1445
212750,-32.237,3.146
212875,-32.425,3.151
213000,-32.645,3.155
213125,-32.647,3.158
213250,-32.305,3.154
213375,-31.517,3.15
213500,-30.318,3.1485
213625,-29.129,3.151
213750,-28.417,3.153
213875,-28.248,3.153
214000,-28.415,3.1505
214125,-28.722,3.145
214250,-28.974,3.138
214375,-28.9,3.1425
214500,-28.405,3.141
214625,-27.786,3.138
214750,-27.479,3.1355
214875,-27.654,3.128
215000,-28.109,3.1255
215125,-28.552,3.125
215250,-28.978,3.123
215375,-29.594,3.1235
215500,-30.324,3.1185
215625,-30.736,3.112
215750,-30.588,3.1085
215875,-30.109,3.11
216000,-29.748,3.107
216125,-29.809,3.1095
216250,-30.069,3.1135
216375,-30.112,3.115
216500,-30.218,3.112
216625,-30.963,3.1075
216750,-32.082,3.102
216875,-32.814,3.098
217000,-32.927,3.1025
217125,-32.735,3.1015
217250,-32.575,3.1015
217375,-32.548,3.0965
217500,-32.603,3.104
217625,-32.735,3.1085
217750,-33.031,3.114
217875,-33.577,3.1165
218000,-34.264,3.121
218125,-34.758,3.1275
218250,-35.002,3.1335
218375,-35.385,3.138
218500,-36.07,3.1465
218625,-36.72,3.17
218750,-37.103,3.167
218875,-37.377,3.174
219000,-37.721,3.189
219125,-38.197,3.202
219250,-38.975,3.196
219375,-40.156,3.2065
219500,-41.451,3.2075
219625,-42.562,3.2105
219750,-43.62,3.211
219875,-45.005,3.2225
220000,-47.068,3.232
220125,-49.984,3.237
220250,-53.535,3.248
220375,-57.188,3.248
220500,-60.808,3.2395
220625,-64.472,3.233
220750,-67.495,3.2235
220875,-69.172,3.223
221000,-69.744,3.2135
221125,-69.864,3.2075
221250,-70.094,3.2025
221375,-70.721,3.1945
221500,-71.513,3.1825
221625,-71.929,3.173
221750,-71.725,3.1675
221875,-71.198,3.1605
222000,-70.824,3.152
222125,-70.805,3.138
222250,-70.986,3.1425
222375,-71.048,3.136
222500,-70.781,3.128
222625,-70.245,3.128
222750,-69.601,3.12
222875,-68.968,3.111
223000,-68.571,3.116
223125,-68.587,3.1115
223250,-68.858,3.1095
223375,-69.095,3.1185
223500,-69.201,3.1125
223625,-69.185,3.1075
223750,-68.95,3.101
223875,-68.52,3.102
224000,-68.306,3.092
224125,-68.686,3.088
224250,-69.478,3.0895
224375,-70.135,3.0885
224500,-70.327,3.0905
224625,-70.088,3.091
224750,-69.571,3.089
224875,-69.026,3.0955
225000,-68.835,3.0945
225125,-69.228,3.0965
225250,-70.123,3.0935
225375,-71.259,3.0905
225500,-72.292,3.091
225625,-72.98,3.0885
225750,-73.355,3.089
225875,-73.606,3.087
226000,-73.853,3.0845
226125,-74.092,3.0855
226250,-74.236,3.086
226375,-74.21,3.0905
226500,-74.103,3.0845
226625,-74.046,3.083
226750,-74.06,3.0825
226875,-74.18,3.0805
227000,-74.466,3.081
227125,-74.789,3.0815
227250,-74.851,3.0795
227375,-74.379,3.0805
227500,-73.299,3.0845
227625,-71.891,3.0875
227750,-70.702,3.091
227875,-70.08,3.09
228000,-69.849,3.0935
228125,-69.567,3.087
228250,-69.026,3.087
228375,-68.369,3.089
228500,-67.738,3.097
228625,-67.054,3.103
228750,-66.236,3.101
228875,-65.433,3.103
229000,-64.941,3.1025
229125,-64.951,3.1105
229250,-65.449,3.113
229375,-66.293,3.113
229500,-67.18,3.119
229625,-67.662,3.1255
229750,-67.465,3.13
229875,-66.803,3.124
230000,-66.202,3.1275
230125,-65.982,3.1275
230250,-65.957,3.1235
230375,-65.628,3.1265
230500,-64.793,3.1265
230625,-63.983,3.1275
230750,-64.073,3.1285
230875,-65.304,3.1275
231000,-66.895,3.1325
231125,-67.778,3.129
231250,-67.52,3.1285
231375,-66.425,3.1195
231500,-65.126,3.1205
231625,-64.156,3.116
231750,-63.688,3.1195
231875,-63.539,3.114
232000,-63.388,3.113
232125,-63.076,3.112
232250,-62.741,3.1185
232375,-62.506,3.1265
232500,-62.197,3.134
232625,-61.521,3.1405
232750,-60.306,3.147
232875,-58.599,3.1405
233000,-56.636,3.132
233125,-54.708,3.1405
233250,-52.993,3.1405
233375,-51.551,3.1495
233500,-50.611,3.15
233625,-50.414,3.1535
233750,-50.346,3.153
233875,-49.225,3.1555
234000,-46.967,3.158
234125,-44.797,3.152
234250,-43.623,3.1505
234375,-43.186,3.1485
234500,-42.75,3.1385
234625,-41.977,3.1355
234750,-40.997,3.123
234875,-39.969,3.13
235000,-38.892,3.1245
235125,-37.842,3.115
235250,-37.112,3.103
235375,-36.927,3.0915
235500,-37.071,3.091
235625,-37.087,3.0925
235750,-36.839,3.0905
235875,-36.473,3.0905
236000,-36.003,3.0875
236125,-35.407,3.0925
236250,-34.794,3.094
236375,-34.231,3.0905
236500,-33.653,3.085
236625,-33.064,3.0835
236750,-32.585,3.084
236875,-32.216,3.087
237000,-31.782,3.079
237125,-31.139,3.0805
237250,-30.318,3.0865
237375,-29.449,3.0905
237500,-28.634,3.092
237625,-27.918,3.093
237750,-27.34,3.094
237875,-26.882,3.092
238000,-26.322,3.093
238125,-25.326,3.102
238250,-23.811,3.0945
238375,-22.182,3.1
238500,-21.066,3.105
238625,-20.665,3.103
238750,-20.377,3.1145
238875,-19.389,3.1095
239000,-17.608,3.112
239125,-15.667,3.1105
239250,-14.114,3.115
239375,-13,3.1055
239500,-12.197,3.1075
239625,-11.648,3.1245
239750,-11.531,3.122
239875,-12.296,3.1485
240000,-13.956,3.1485
240125,-15.659,3.1605
240250,-16.652,3.1535
240375,-17.131,3.154
240500,-17.789,3.174
240625,-18.988,3.1975
240750,-20.599,3.2005
240875,-22.32,3.2145
241000,-23.985,3.2705
241125,-25.649,3.311
241250,-27.79,3.3705
241375,-31.742,3.3955
241500,-38.774,3.4075
241625,-47.846,3.3935
241750,-55.916,3.395
241875,-61.006,3.388
242000,-63.529,3.3745
242125,-65.056,3.37
242250,-66.841,3.3575
242375,-68.975,3.3195
242500,-70.741,3.2715
242625,-71.721,3.244
242750,-72.118,3.216
242875,-72.321,3.2015
243000,-72.633,3.1945
243125,-73.141,3.1805
243250,-73.707,3.18
243375,-74.123,3.1785
243500,-74.335,3.1785
243625,-74.554,3.177
243750,-75.024,3.1615
243875,-75.785,3.1665
244000,-76.746,3.1475
244125,-77.735,3.138
244250,-78.549,3.129
244375,-79.142,3.125
244500,-79.543,3.1175
244625,-79.705,3.109
244750,-79.655,3.098
244875,-79.58,3.092
245000,-79.605,3.0875
245125,-79.695,3.085
245250,-79.843,3.083
245375,-80.131,3.079
245500,-80.493,3.081
245625,-80.707,3.0825
245750,-80.721,3.0855
245875,-80.675,3.0915
246000,-80.6,3.0925
246125,-80.404,3.093
246250,-80.078,3.101
246375,-79.741,3.1035
246500,-79.525,3.1045
246625,-79.478,3.0985
246750,-79.515,3.095
246875,-79.467,3.0935
247000,-79.26,3.0955
247125,-79.067,3.09
247250,-79.099,3.091
247375,-79.288,3.094
247500,-79.418,3.0975
247625,-79.454,3.1015
247750,-79.5,3.1025
247875,-79.519,3.1045
248000,-79.36,3.1015
248125,-79.14,3.1
248250,-79.322,3.1015
248375,-80.149,3.101
248500,-81.356,3.106
248625,-82.535,3.109
248750,-83.527,3.104
248875,-84.407,3.1025
249000,-85.255,3.096
249125,-86.026,3.0945
249250,-86.552,3.088
